# shortcode,# animated,# emoji-ordering.txt,# group-variant,# emoticon,# tone-group
,1,270A 1F3FE ; fully-qualified # ✊🏾 raised fist: medium-dark skin tone,group: 270A,,1
,1,270A 1F3FF ; fully-qualified # ✊🏿 raised fist: dark skin tone,group: 270A,,1
":fist:,:bump:",1,1F44A ; fully-qualified # 👊 oncoming fist,,,1
,1,1F44A 1F3FB ; fully-qualified # 👊🏻 oncoming fist: light skin tone,group: 1F44A,,1
,1,1F44A 1F3FC ; fully-qualified # 👊🏼 oncoming fist: medium-light skin tone,group: 1F44A,,1
,1,1F44A 1F3FD ; fully-qualified # 👊🏽 oncoming fist: medium skin tone,group: 1F44A,,1
,1,1F44A 1F3FE ; fully-qualified # 👊🏾 oncoming fist: medium-dark skin tone,group: 1F44A,,1
,1,1F44A 1F3FF ; fully-qualified # 👊🏿 oncoming fist: dark skin tone,group: 1F44A,,1
":palm-down:, :drop:",1,1FAF3  ; fully-qualified     # 🫳 palm down hand,,,1
,1,1FAF3 1F3FB ; fully-qualified     # 🫳🏻 E14.0 palm down hand: light skin tone,group: 1FAF3,,1
,1,1FAF3 1F3FC ; fully-qualified     # 🫳🏼 E14.0 palm down hand: medium-light skin tone,group: 1FAF3,,1
,1,1FAF3 1F3FD ; fully-qualified     # 🫳🏽 E14.0 palm down hand: medium skin tone,group: 1FAF3,,1
,1,1FAF3 1F3FE ; fully-qualified     # 🫳🏾 E14.0 palm down hand: medium-dark skin tone,group: 1FAF3,,1
,1,1FAF3 1F3FF ; fully-qualified     # 🫳🏿 E14.0 palm down hand: dark skin tone,group: 1FAF3,,1
":palm-up:, :throw:",1,1FAF4 ; fully-qualified     # 🫴 palm up hand,,,1
,1,1FAF4 1F3FB ; fully-qualified     # 🫴🏻 E14.0 palm up hand: light skin tone,group: 1FAF4,,1
,1,1FAF4 1F3FC ; fully-qualified     # 🫴🏼 E14.0 palm up hand: medium-light skin tone,group: 1FAF4,,1
,1,1FAF4 1F3FD ; fully-qualified     # 🫴🏽 E14.0 palm up hand: medium skin tone,group: 1FAF4,,1
,1,1FAF4 1F3FE ; fully-qualified     # 🫴🏾 E14.0 palm up hand: medium-dark skin tone,group: 1FAF4,,1
,1,1FAF4 1F3FF ; fully-qualified     # 🫴🏿 E14.0 palm up hand: dark skin tone,group: 1FAF4,,1
:rightwards-hand:,1,1FAF1 ; fully-qualified     # 🫱 rightwards hand,,,1
,1,1FAF1 1F3FB ; fully-qualified     # 🫱🏻 E14.0 rightwards hand: light skin tone,group: 1FAF1,,1
,1,1FAF1 1F3FC ; fully-qualified     # 🫱🏼 E14.0 rightwards hand: medium-light skin tone,group: 1FAF1,,1
,1,1FAF1 1F3FD ; fully-qualified     # 🫱🏽 E14.0 rightwards hand: medium skin tone,group: 1FAF1,,1
,1,1FAF1 1F3FE ; fully-qualified     # 🫱🏾 E14.0 rightwards hand: medium-dark skin tone,group: 1FAF1,,1
,1,1FAF1 1F3FF ; fully-qualified     # 🫱🏿 E14.0 rightwards hand: dark skin tone,group: 1FAF1,,1
:leftwards-hand:,1,1FAF2 ; fully-qualified     # 🫲 leftwards hand,,,1
,1,1FAF2 1F3FB ; fully-qualified     # 🫲🏻 E14.0 leftwards hand: light skin tone,group: 1FAF2,,1
,1,1FAF2 1F3FC ; fully-qualified     # 🫲🏼 E14.0 leftwards hand: medium-light skin tone,group: 1FAF2,,1
,1,1FAF2 1F3FD ; fully-qualified     # 🫲🏽 E14.0 leftwards hand: medium skin tone,group: 1FAF2,,1
,1,1FAF2 1F3FE ; fully-qualified     # 🫲🏾 E14.0 leftwards hand: medium-dark skin tone,group: 1FAF2,,1
,1,1FAF2 1F3FF ; fully-qualified     # 🫲🏿 E14.0 leftwards hand: dark skin tone,group: 1FAF2,,1
:push-rightwards:,1,1FAF8 ; fully-qualified     # 🫸 rightwards pushing hand,group: 1FAF8,,1
,1,1FAF8 1F3FB ; fully-qualified     # 🫸🏻 rightwards pushing hand: light skin tone,group: 1FAF8,,1
,1,1FAF8 1F3FC ; fully-qualified     # 🫸🏼 rightwards pushing hand: medium-light skin tone,group: 1FAF8,,1
,1,1FAF8 1F3FD ; fully-qualified     # 🫸🏽 rightwards pushing hand: medium skin tone,group: 1FAF8,,1
,1,1FAF8 1F3FE ; fully-qualified     # 🫸🏾 rightwards pushing hand: medium-dark skin tone,group: 1FAF8,,1
,1,1FAF8 1F3FF ; fully-qualified     # 🫸🏿 rightwards pushing hand: dark skin tone,group: 1FAF8,,1
:push-leftwards:,1,1FAF7 ; fully-qualified     # 🫷 leftwards pushing hand,group: 1FAF7,,1
,1,1FAF7 1F3FB ; fully-qualified     # 🫷🏻 leftwards pushing hand: light skin tone,group: 1FAF7,,1
,1,1FAF7 1F3FC ; fully-qualified     # 🫷🏼 leftwards pushing hand: medium-light skin tone,group: 1FAF7,,1
,1,1FAF7 1F3FD ; fully-qualified     # 🫷🏽 leftwards pushing hand: medium skin tone,group: 1FAF7,,1
,1,1FAF7 1F3FE ; fully-qualified     # 🫷🏾 leftwards pushing hand: medium-dark skin tone,group: 1FAF7,,1
,1,1FAF7 1F3FF ; fully-qualified     # 🫷🏿 leftwards pushing hand: dark skin tone,group: 1FAF7,,1
:wave:,1,1F44B ; fully-qualified # 👋 waving hand,,,1
,1,1F44B 1F3FB ; fully-qualified # 👋🏻 waving hand: light skin tone,group: 1F44B,,1
,1,1F44B 1F3FC ; fully-qualified # 👋🏼 waving hand: medium-light skin tone,group: 1F44B,,1
,1,1F44B 1F3FD ; fully-qualified # 👋🏽 waving hand: medium skin tone,group: 1F44B,,1
,1,1F44B 1F3FE ; fully-qualified # 👋🏾 waving hand: medium-dark skin tone,group: 1F44B,,1
,1,1F44B 1F3FF ; fully-qualified # 👋🏿 waving hand: dark skin tone,group: 1F44B,,1
:back-hand:,1,1F91A ; fully-qualified # 🤚 raised back of hand,,,1
,1,1F91A 1F3FB ; fully-qualified # 🤚🏻 raised back of hand: light skin tone,group: 1F91A,,1
,1,1F91A 1F3FC ; fully-qualified # 🤚🏼 raised back of hand: medium-light skin tone,group: 1F91A,,1
,1,1F91A 1F3FD ; fully-qualified # 🤚🏽 raised back of hand: medium skin tone,group: 1F91A,,1
,1,1F91A 1F3FE ; fully-qualified # 🤚🏾 raised back of hand: medium-dark skin tone,group: 1F91A,,1
,1,1F91A 1F3FF ; fully-qualified # 🤚🏿 raised back of hand: dark skin tone,group: 1F91A,,1
:palm:,1,1F590 FE0F ; fully-qualified # 🖐️ hand with fingers splayed,,,1
:palm:,1,1F590 ; non-fully-qualified # 🖐 hand with fingers splayed,group: 1F590 FE0F,,1
,1,1F590 1F3FB ; fully-qualified # 🖐🏻 hand with fingers splayed: light skin tone,group: 1F590 FE0F,,1
,1,1F590 1F3FC ; fully-qualified # 🖐🏼 hand with fingers splayed: medium-light skin tone,group: 1F590 FE0F,,1
,1,1F590 1F3FD ; fully-qualified # 🖐🏽 hand with fingers splayed: medium skin tone,group: 1F590 FE0F,,1
,1,1F590 1F3FE ; fully-qualified # 🖐🏾 hand with fingers splayed: medium-dark skin tone,group: 1F590 FE0F,,1
,1,1F590 1F3FF ; fully-qualified # 🖐🏿 hand with fingers splayed: dark skin tone,group: 1F590 FE0F,,1
:raised-hand:,1,270B ; fully-qualified # ✋ raised hand,,,1
,1,270B 1F3FB ; fully-qualified # ✋🏻 raised hand: light skin tone,group: 270B,,1
,1,270B 1F3FC ; fully-qualified # ✋🏼 raised hand: medium-light skin tone,group: 270B,,1
,1,270B 1F3FD ; fully-qualified # ✋🏽 raised hand: medium skin tone,group: 270B,,1
,1,270B 1F3FE ; fully-qualified # ✋🏾 raised hand: medium-dark skin tone,group: 270B,,1
,1,270B 1F3FF ; fully-qualified # ✋🏿 raised hand: dark skin tone,group: 270B,,1
":vulcan:,:prosper:,:spock:",1,1F596 ; fully-qualified # 🖖 vulcan salute,,,1
,1,1F596 1F3FB ; fully-qualified # 🖖🏻 vulcan salute: light skin tone,group: 1F596,,1
,1,1F596 1F3FC ; fully-qualified # 🖖🏼 vulcan salute: medium-light skin tone,group: 1F596,,1
,1,1F596 1F3FD ; fully-qualified # 🖖🏽 vulcan salute: medium skin tone,group: 1F596,,1
,1,1F596 1F3FE ; fully-qualified # 🖖🏾 vulcan salute: medium-dark skin tone,group: 1F596,,1
,1,1F596 1F3FF ; fully-qualified # 🖖🏿 vulcan salute: dark skin tone,group: 1F596,,1
:love-you-gesture:,1,1F91F ; fully-qualified # 🤟 love-you gesture,,,1
,1,1F91F 1F3FB ; fully-qualified # 🤟🏻 love-you gesture: light skin tone,group: 1F91F,,1
,1,1F91F 1F3FC ; fully-qualified # 🤟🏼 love-you gesture: medium-light skin tone,group: 1F91F,,1
,1,1F91F 1F3FD ; fully-qualified # 🤟🏽 love-you gesture: medium skin tone,group: 1F91F,,1
,1,1F91F 1F3FE ; fully-qualified # 🤟🏾 love-you gesture: medium-dark skin tone,group: 1F91F,,1
,1,1F91F 1F3FF ; fully-qualified # 🤟🏿 love-you gesture: dark skin tone,group: 1F91F,,1
":metal:,:horns:",1,1F918 ; fully-qualified # 🤘 sign of the horns,,,1
,1,1F918 1F3FB ; fully-qualified # 🤘🏻 sign of the horns: light skin tone,group: 1F918,,1
,1,1F918 1F3FC ; fully-qualified # 🤘🏼 sign of the horns: medium-light skin tone,group: 1F918,,1
,1,1F918 1F3FD ; fully-qualified # 🤘🏽 sign of the horns: medium skin tone,group: 1F918,,1
,1,1F918 1F3FE ; fully-qualified # 🤘🏾 sign of the horns: medium-dark skin tone,group: 1F918,,1
,1,1F918 1F3FF ; fully-qualified # 🤘🏿 sign of the horns: dark skin tone,group: 1F918,,1
":v:,:peace-hand:,:victory:",1,270C FE0F ; fully-qualified # ✌️ victory hand,,,1
":v:,:peace-hand:,:victory:",1,270C ; non-fully-qualified # ✌ victory hand,group: 270C FE0F,,1
,1,270C 1F3FB ; fully-qualified # ✌🏻 victory hand: light skin tone,group: 270C FE0F,,1
,1,270C 1F3FC ; fully-qualified # ✌🏼 victory hand: medium-light skin tone,group: 270C FE0F,,1
,1,270C 1F3FD ; fully-qualified # ✌🏽 victory hand: medium skin tone,group: 270C FE0F,,1
,1,270C 1F3FE ; fully-qualified # ✌🏾 victory hand: medium-dark skin tone,group: 270C FE0F,,1
,1,270C 1F3FF ; fully-qualified # ✌🏿 victory hand: dark skin tone,group: 270C FE0F,,1
:crossed-fingers:,1,1F91E ; fully-qualified # 🤞 crossed fingers,,,1
,1,1F91E 1F3FB ; fully-qualified # 🤞🏻 crossed fingers: light skin tone,group: 1F91E,,1
,1,1F91E 1F3FC ; fully-qualified # 🤞🏼 crossed fingers: medium-light skin tone,group: 1F91E,,1
,1,1F91E 1F3FD ; fully-qualified # 🤞🏽 crossed fingers: medium skin tone,group: 1F91E,,1
,1,1F91E 1F3FE ; fully-qualified # 🤞🏾 crossed fingers: medium-dark skin tone,group: 1F91E,,1
,1,1F91E 1F3FF ; fully-qualified # 🤞🏿 crossed fingers: dark skin tone,group: 1F91E,,1
":hand-with-index-finger-and-thumb-crossed:, :snap:, :finger-heart:",1,1FAF0   ; fully-qualified     # 🫰 hand with index finger and thumb crossed,,,1
,1,1FAF0 1F3FB ; fully-qualified     # 🫰🏻 hand with index finger and thumb crossed: light skin tone,group: 1FAF0,,1
,1,1FAF0 1F3FC ; fully-qualified     # 🫰🏼 hand with index finger and thumb crossed: medium-light skin tone,group: 1FAF0,,1
,1,1FAF0 1F3FD ; fully-qualified     # 🫰🏽 hand with index finger and thumb crossed: medium skin tone,group: 1FAF0,,1
,1,1FAF0 1F3FE ; fully-qualified     # 🫰🏾 hand with index finger and thumb crossed: medium-dark skin tone,group: 1FAF0,,1
,1,1FAF0 1F3FF ; fully-qualified     # 🫰🏿 hand with index finger and thumb crossed: dark skin tone,group: 1FAF0,,1
:call-me-hand:,1,1F919 ; fully-qualified # 🤙 call me hand,,,1
,1,1F919 1F3FB ; fully-qualified # 🤙🏻 call me hand: light skin tone,group: 1F919,,1
,1,1F919 1F3FC ; fully-qualified # 🤙🏼 call me hand: medium-light skin tone,group: 1F919,,1
,1,1F919 1F3FD ; fully-qualified # 🤙🏽 call me hand: medium skin tone,group: 1F919,,1
,1,1F919 1F3FE ; fully-qualified # 🤙🏾 call me hand: medium-dark skin tone,group: 1F919,,1
,1,1F919 1F3FF ; fully-qualified # 🤙🏿 call me hand: dark skin tone,group: 1F919,,1
:pinched-fingers:,1,1F90C ; fully-qualified # 🤌 E13.0 pinched fingers,,,1
,1,1F90C 1F3FB ; fully-qualified # 🤌🏻 E13.0 pinched fingers: light skin tone,group: 1F90C,,1
,1,1F90C 1F3FC ; fully-qualified # 🤌🏼 E13.0 pinched fingers: medium-light skin tone,group: 1F90C,,1
,1,1F90C 1F3FD ; fully-qualified # 🤌🏽 E13.0 pinched fingers: medium skin tone,group: 1F90C,,1
,1,1F90C 1F3FE ; fully-qualified # 🤌🏾 E13.0 pinched fingers: medium-dark skin tone,group: 1F90C,,1
,1,1F90C 1F3FF ; fully-qualified # 🤌🏿 E13.0 pinched fingers: dark skin tone,group: 1F90C,,1
:pinch:,1,1F90F ; fully-qualified # 🤏 pinching hand,,,1
,1,1F90F 1F3FB ; fully-qualified # 🤏🏻 pinching hand: light skin tone,group: 1F90F,,1
,1,1F90F 1F3FC ; fully-qualified # 🤏🏼 pinching hand: medium-light skin tone,group: 1F90F,,1
,1,1F90F 1F3FD ; fully-qualified # 🤏🏽 pinching hand: medium skin tone,group: 1F90F,,1
,1,1F90F 1F3FE ; fully-qualified # 🤏🏾 pinching hand: medium-dark skin tone,group: 1F90F,,1
,1,1F90F 1F3FF ; fully-qualified # 🤏🏿 pinching hand: dark skin tone,group: 1F90F,,1
:ok:,1,1F44C ; fully-qualified # 👌 OK hand,,,1
,1,1F44C 1F3FB ; fully-qualified # 👌🏻 OK hand: light skin tone,group: 1F44C,,1
,1,1F44C 1F3FC ; fully-qualified # 👌🏼 OK hand: medium-light skin tone,group: 1F44C,,1
,1,1F44C 1F3FD ; fully-qualified # 👌🏽 OK hand: medium skin tone,group: 1F44C,,1
,1,1F44C 1F3FE ; fully-qualified # 👌🏾 OK hand: medium-dark skin tone,group: 1F44C,,1
,1,1F44C 1F3FF ; fully-qualified # 👌🏿 OK hand: dark skin tone,group: 1F44C,,1
:pointing:,1,1FAF5  ; fully-qualified # 🫵 index pointing at the viewer,,,1
,1,1FAF5 1F3FB ; fully-qualified # 🫵🏻 index pointing at the viewer: light skin tone,group: 1FAF5,,1
,1,1FAF5 1F3FC ; fully-qualified # 🫵🏼 index pointing at the viewer: medium-light skin tone,group: 1FAF5,,1
,1,1FAF5 1F3FD ; fully-qualified # 🫵🏽 index pointing at the viewer: medium skin tone,group: 1FAF5,,1
,1,1FAF5 1F3FE ; fully-qualified # 🫵🏾 index pointing at the viewer: medium-dark skin tone,group: 1FAF5,,1
,1,1FAF5 1F3FF ; fully-qualified # 🫵🏿 index pointing at the viewer: dark skin tone,group: 1FAF5,,1
:point-right:,1,1F449 ; fully-qualified # 👉 backhand index pointing right,,,1
,1,1F449 1F3FB ; fully-qualified # 👉🏻 backhand index pointing right: light skin tone,group: 1F449,,1
,1,1F449 1F3FC ; fully-qualified # 👉🏼 backhand index pointing right: medium-light skin tone,group: 1F449,,1
,1,1F449 1F3FD ; fully-qualified # 👉🏽 backhand index pointing right: medium skin tone,group: 1F449,,1
,1,1F449 1F3FE ; fully-qualified # 👉🏾 backhand index pointing right: medium-dark skin tone,group: 1F449,,1
,1,1F449 1F3FF ; fully-qualified # 👉🏿 backhand index pointing right: dark skin tone,group: 1F449,,1
:point-left:,1,1F448 ; fully-qualified # 👈 backhand index pointing left,,,1
,1,1F448 1F3FB ; fully-qualified # 👈🏻 backhand index pointing left: light skin tone,group: 1F448,,1
,1,1F448 1F3FC ; fully-qualified # 👈🏼 backhand index pointing left: medium-light skin tone,group: 1F448,,1
,1,1F448 1F3FD ; fully-qualified # 👈🏽 backhand index pointing left: medium skin tone,group: 1F448,,1
,1,1F448 1F3FE ; fully-qualified # 👈🏾 backhand index pointing left: medium-dark skin tone,group: 1F448,,1
,1,1F448 1F3FF ; fully-qualified # 👈🏿 backhand index pointing left: dark skin tone,group: 1F448,,1
:index-finger:,1,261D FE0F ; fully-qualified # ☝️ index pointing up,,,1
:index-finger:,1,261D ; non-fully-qualified # ☝ index pointing up,group: 261D FE0F,,1
,1,261D 1F3FB ; fully-qualified # ☝🏻 index pointing up: light skin tone,group: 261D FE0F,,1
,1,261D 1F3FC ; fully-qualified # ☝🏼 index pointing up: medium-light skin tone,group: 261D FE0F,,1
,1,261D 1F3FD ; fully-qualified # ☝🏽 index pointing up: medium skin tone,group: 261D FE0F,,1
,1,261D 1F3FE ; fully-qualified # ☝🏾 index pointing up: medium-dark skin tone,group: 261D FE0F,,1
,1,261D 1F3FF ; fully-qualified # ☝🏿 index pointing up: dark skin tone,group: 261D FE0F,,1
:point-up:,1,1F446 ; fully-qualified # 👆 backhand index pointing up,,,1
,1,1F446 1F3FB ; fully-qualified # 👆🏻 backhand index pointing up: light skin tone,group: 1F446,,1
,1,1F446 1F3FC ; fully-qualified # 👆🏼 backhand index pointing up: medium-light skin tone,group: 1F446,,1
,1,1F446 1F3FD ; fully-qualified # 👆🏽 backhand index pointing up: medium skin tone,group: 1F446,,1
,1,1F446 1F3FE ; fully-qualified # 👆🏾 backhand index pointing up: medium-dark skin tone,group: 1F446,,1
,1,1F446 1F3FF ; fully-qualified # 👆🏿 backhand index pointing up: dark skin tone,group: 1F446,,1
:point-down:,1,1F447 ; fully-qualified # 👇 backhand index pointing down,,,1
,1,1F447 1F3FB ; fully-qualified # 👇🏻 backhand index pointing down: light skin tone,group: 1F447,,1
,1,1F447 1F3FC ; fully-qualified # 👇🏼 backhand index pointing down: medium-light skin tone,group: 1F447,,1
,1,1F447 1F3FD ; fully-qualified # 👇🏽 backhand index pointing down: medium skin tone,group: 1F447,,1
,1,1F447 1F3FE ; fully-qualified # 👇🏾 backhand index pointing down: medium-dark skin tone,group: 1F447,,1
,1,1F447 1F3FF ; fully-qualified # 👇🏿 backhand index pointing down: dark skin tone,group: 1F447,,1
:middle-finger:,1,1F595 ; fully-qualified # 🖕 middle finger,,,1
,1,1F595 1F3FB ; fully-qualified # 🖕🏻 middle finger: light skin tone,group: 1F595,,1
,1,1F595 1F3FC ; fully-qualified # 🖕🏼 middle finger: medium-light skin tone,group: 1F595,,1
,1,1F595 1F3FD ; fully-qualified # 🖕🏽 middle finger: medium skin tone,group: 1F595,,1
,1,1F595 1F3FE ; fully-qualified # 🖕🏾 middle finger: medium-dark skin tone,group: 1F595,,1
,1,1F595 1F3FF ; fully-qualified # 🖕🏿 middle finger: dark skin tone,group: 1F595,,1
:writing-hand:,1,270D FE0F ; fully-qualified # ✍️ writing hand,,,1
:writing-hand:,1,270D ; non-fully-qualified # ✍ writing hand,group: 270D FE0F,,1
,1,270D 1F3FB ; fully-qualified # ✍🏻 writing hand: light skin tone,group: 270D FE0F,,1
,1,270D 1F3FC ; fully-qualified # ✍🏼 writing hand: medium-light skin tone,group: 270D FE0F,,1
,1,270D 1F3FD ; fully-qualified # ✍🏽 writing hand: medium skin tone,group: 270D FE0F,,1
,1,270D 1F3FE ; fully-qualified # ✍🏾 writing hand: medium-dark skin tone,group: 270D FE0F,,1
,1,270D 1F3FF ; fully-qualified # ✍🏿 writing hand: dark skin tone,group: 270D FE0F,,1
:selfie:,1,1F933 ; fully-qualified # 🤳 selfie,,,1
,1,1F933 1F3FB ; fully-qualified # 🤳🏻 selfie: light skin tone,group: 1F933,,1
,1,1F933 1F3FC ; fully-qualified # 🤳🏼 selfie: medium-light skin tone,group: 1F933,,1
,1,1F933 1F3FD ; fully-qualified # 🤳🏽 selfie: medium skin tone,group: 1F933,,1
,1,1F933 1F3FE ; fully-qualified # 🤳🏾 selfie: medium-dark skin tone,group: 1F933,,1
,1,1F933 1F3FF ; fully-qualified # 🤳🏿 selfie: dark skin tone,group: 1F933,,1
":folded-hands:,:please:,:pray:,:hope:,:wish:,:thank-you:,:high-five:",1,1F64F ; fully-qualified # 🙏 folded hands,,,1
,1,1F64F 1F3FB ; fully-qualified # 🙏🏻 folded hands: light skin tone,group: 1F64F,,1
,1,1F64F 1F3FC ; fully-qualified # 🙏🏼 folded hands: medium-light skin tone,group: 1F64F,,1
,1,1F64F 1F3FD ; fully-qualified # 🙏🏽 folded hands: medium skin tone,group: 1F64F,,1
,1,1F64F 1F3FE ; fully-qualified # 🙏🏾 folded hands: medium-dark skin tone,group: 1F64F,,1
,1,1F64F 1F3FF ; fully-qualified # 🙏🏿 folded hands: dark skin tone,group: 1F64F,,1
:nail-care:,1,1F485 ; fully-qualified # 💅 nail polish,,,1
,1,1F485 1F3FB ; fully-qualified # 💅🏻 nail polish: light skin tone,group: 1F485,,1
,1,1F485 1F3FC ; fully-qualified # 💅🏼 nail polish: medium-light skin tone,group: 1F485,,1
,1,1F485 1F3FD ; fully-qualified # 💅🏽 nail polish: medium skin tone,group: 1F485,,1
,1,1F485 1F3FE ; fully-qualified # 💅🏾 nail polish: medium-dark skin tone,group: 1F485,,1
,1,1F485 1F3FF ; fully-qualified # 💅🏿 nail polish: dark skin tone,group: 1F485,,1
:handshake:,1,1F91D ; fully-qualified # 🤝 handshake,,,4
,1,1F91D 1F3FB ; fully-qualified     # 🤝🏻 handshake: light skin tone,group: 1F91D,,4
,1,"1FAF1 1F3FB 200D 1FAF2 1F3FC ; fully-qualified     # 🫱🏻‍🫲🏼 handshake: light skin tone, medium-light skin tone",group: 1F91D,,4
,1,"1FAF1 1F3FB 200D 1FAF2 1F3FD ; fully-qualified     # 🫱🏻‍🫲🏽 handshake: light skin tone, medium skin tone",group: 1F91D,,4
,1,"1FAF1 1F3FB 200D 1FAF2 1F3FE ; fully-qualified     # 🫱🏻‍🫲🏾 handshake: light skin tone, medium-dark skin tone",group: 1F91D,,4
,1,"1FAF1 1F3FB 200D 1FAF2 1F3FF ; fully-qualified     # 🫱🏻‍🫲🏿 handshake: light skin tone, dark skin tone",group: 1F91D,,4
,1,"1FAF1 1F3FC 200D 1FAF2 1F3FB ; fully-qualified     # 🫱🏼‍🫲🏻 handshake: medium-light skin tone, light skin tone",group: 1F91D,,4
,1,1F91D 1F3FC ; fully-qualified     # 🤝🏼 handshake: medium-light skin tone,group: 1F91D,,4
,1,"1FAF1 1F3FC 200D 1FAF2 1F3FD ; fully-qualified     # 🫱🏼‍🫲🏽 handshake: medium-light skin tone, medium skin tone",group: 1F91D,,4
,1,"1FAF1 1F3FC 200D 1FAF2 1F3FE ; fully-qualified     # 🫱🏼‍🫲🏾 handshake: medium-light skin tone, medium-dark skin tone",group: 1F91D,,4
,1,"1FAF1 1F3FC 200D 1FAF2 1F3FF ; fully-qualified     # 🫱🏼‍🫲🏿 handshake: medium-light skin tone, dark skin tone",group: 1F91D,,4
,1,"1FAF1 1F3FD 200D 1FAF2 1F3FB ; fully-qualified     # 🫱🏽‍🫲🏻 handshake: medium skin tone, light skin tone",group: 1F91D,,4
,1,"1FAF1 1F3FD 200D 1FAF2 1F3FC ; fully-qualified     # 🫱🏽‍🫲🏼 handshake: medium skin tone, medium-light skin tone",group: 1F91D,,4
,1,1F91D 1F3FD ; fully-qualified # 🤝🏽 handshake: medium skin tone,group: 1F91D,,4
,1,"1FAF1 1F3FD 200D 1FAF2 1F3FE ; fully-qualified     # 🫱🏽‍🫲🏾 handshake: medium skin tone, medium-dark skin tone",group: 1F91D,,4
,1,"1FAF1 1F3FD 200D 1FAF2 1F3FF ; fully-qualified     # 🫱🏽‍🫲🏿 handshake: medium skin tone, dark skin tone",group: 1F91D,,4
,1,"1FAF1 1F3FE 200D 1FAF2 1F3FB ; fully-qualified     # 🫱🏾‍🫲🏻 handshake: medium-dark skin tone, light skin tone",group: 1F91D,,4
,1,"1FAF1 1F3FE 200D 1FAF2 1F3FC ; fully-qualified     # 🫱🏾‍🫲🏼 handshake: medium-dark skin tone, medium-light skin tone",group: 1F91D,,4
,1,"1FAF1 1F3FE 200D 1FAF2 1F3FD ; fully-qualified     # 🫱🏾‍🫲🏽 handshake: medium-dark skin tone, medium skin tone",group: 1F91D,,4
,1,1F91D 1F3FE ; fully-qualified     # 🤝🏾 handshake: medium-dark skin tone,group: 1F91D,,4
